jogo;data_jogo;idade;cod_equipe;cod_equipe_opont;resultado;diff_pts;minutos;2pts;2pts_at;2pts_pct;3pts;3pts_at;3pts_pct;LL;LL_at;LL_pct;Reb_Of;Reb_Def;Reb_Tot;Ast;Stl;Blk;Turnv;Pts;Game_Score
55;22/02/2011;26-054;19;32;W ;(+20);30;14;26;0.538;3;6;0.5;0;3;0;2;6;8;3;0;0;3;31;17.9
56;24/02/2011;26-056;19;6;L ;(-4);41;12;21;0.571;0;4;0;5;6;0.833;0;10;10;5;2;1;2;29;25.5
57;25/02/2011;26-057;19;38;W ;(+8);43;5;11;0.455;0;1;0;15;19;0.789;1;8;9;7;1;3;1;25;27
58;27/02/2011;26-059;19;26;L ;(-5);39;10;20;0.5;1;5;0.2;6;8;0.75;0;7;7;5;3;1;5;27;19.7
59;03/03/2011;26-063;19;28;L ;(-3);40;11;16;0.688;0;2;0;7;7;1;2;4;6;4;0;2;2;29;26.2
60;04/03/2011;26-064;19;33;L ;(-30);36;11;19;0.579;1;3;0.333;3;7;0.429;3;5;8;7;1;0;4;26;20.2
61;06/03/2011;26-066;19;6;L ;(-1);42;10;18;0.556;1;2;0.5;5;6;0.833;3;5;8;6;2;0;2;26;24
62;08/03/2011;26-068;19;31;L ;(-9);46;14;20;0.7;2;4;0.5;1;4;0.25;1;10;11;8;1;0;4;31;26.5
63;10/03/2011;26-070;19;17;W ;(+6);42;7;17;0.412;0;3;0;5;7;0.714;1;7;8;9;1;0;1;19;17.8
64;12/03/2011;26-072;19;18;W ;(+33);32;10;16;0.625;2;4;0.5;5;6;0.833;1;4;5;5;1;2;3;27;23.8
65;14/03/2011;26-074;19;33;W ;(+30);42;8;19;0.421;0;1;0;5;5;1;0;6;6;8;0;2;2;21;16.5
66;16/03/2011;26-076;19;27;L ;(-11);40;8;21;0.381;0;3;0;3;3;1;0;8;8;3;1;1;1;19;12.7
67;18/03/2011;26-078;19;1;W ;(+21);31;16;21;0.762;5;7;0.714;6;7;0.857;0;2;2;3;0;0;4;43;32.2
68;19/03/2011;26-079;19;10;W ;(+5);41;15;25;0.6;1;4;0.25;2;2;1;0;6;6;2;2;0;5;33;20.5
69;23/03/2011;26-083;19;11;W ;(+6);42;8;16;0.5;0;3;0;3;4;0.75;3;5;8;7;0;0;3;19;14.9
70;25/03/2011;26-085;19;29;W ;(+12);41;11;17;0.647;1;4;0.25;9;9;1;2;8;10;2;3;1;4;32;28.2
71;27/03/2011;26-087;19;13;W ;(+6);40;13;21;0.619;0;1;0;7;9;0.778;1;9;10;7;0;0;2;33;28.6
72;29/03/2011;26-089;19;8;L ;(-12);43;10;21;0.476;1;5;0.2;6;10;0.6;0;10;10;12;0;0;3;27;21.9
73;30/03/2011;26-090;19;38;W ;(+16);44;12;16;0.75;1;3;0.333;10;13;0.769;1;7;8;8;5;0;5;35;34.6
74;01/04/2011;26-092;19;21;W ;(+19);43;11;20;0.55;0;1;0;5;7;0.714;2;4;6;10;3;1;3;27;26.1
75;03/04/2011;26-094;19;22;W ;(+14);39;13;18;0.722;0;2;0;5;8;0.625;2;9;11;7;3;0;7;31;26.6
76;06/04/2011;26-097;19;20;L ;(-5);39;10;22;0.455;3;7;0.429;6;8;0.75;1;1;2;8;2;2;4;29;22
77;08/04/2011;26-099;19;4;W ;(+9);37;9;16;0.563;0;1;0;5;6;0.833;1;6;7;9;2;1;1;23;24.7
78;10/04/2011;26-101;19;2;W ;(+23);37;11;19;0.579;0;2;0;5;9;0.556;0;5;5;7;4;1;4;27;23.2
79;11/04/2011;26-102;19;1;W ;(+8);43;10;21;0.476;2;4;0.5;12;14;0.857;1;9;10;7;3;0;7;34;26.4
1;25/12/2011;26-360;19;9;W ;(+11);36;11;19;0.579;0;0;;15;19;0.789;3;7;10;6;2;2;3;37;34.1
2;27/12/2011;26-362;19;2;W ;(+8);36;9;14;0.643;0;0;;8;9;0.889;1;5;6;5;2;1;3;26;23.6
3;28/12/2011;26-363;19;4;W ;(+1);39;13;23;0.565;0;0;;9;9;1;0;6;6;7;3;2;2;35;33.2
4;30/12/2011;27-000;19;21;W ;(+2);37;16;26;0.615;0;1;0;2;4;0.5;1;7;8;10;4;1;4;34;31.1
5;01/01/2012;27-002;19;4;W ;(+39);28;6;10;0.6;0;0;;4;6;0.667;0;9;9;5;1;0;2;16;15
6;02/01/2012;27-003;19;1;L ;(-8);39;11;18;0.611;0;0;;6;9;0.667;2;5;7;6;0;0;4;28;21.3
7;04/01/2012;27-005;19;14;W ;(+35);38;12;21;0.571;0;0;;9;11;0.818;2;6;8;13;2;0;2;33;33.8
8;07/01/2012;27-008;19;22;W ;(+11);37;11;17;0.647;0;1;0;10;12;0.833;0;7;7;9;2;1;8;32;26
9;10/01/2012;27-011;19;12;L ;(-5);43;10;19;0.526;0;2;0;6;8;0.75;1;10;11;7;2;0;5;26;21.1
10;11/01/2012;27-012;19;16;L ;(-6);42;7;19;0.368;0;1;0;9;17;0.529;2;11;13;7;2;0;6;23;12.9
11;13/01/2012;27-014;19;10;L ;(-13);37;13;20;0.65;3;5;0.6;6;11;0.545;1;4;5;6;2;1;4;35;29
12;17/01/2012;27-018;19;33;W ;(+22);35;12;21;0.571;4;6;0.667;5;9;0.556;1;4;5;10;0;0;4;33;26.4
13;19/01/2012;27-020;19;17;W ;(+11);37;12;27;0.444;2;3;0.667;5;7;0.714;3;5;8;8;4;3;3;31;26.8
14;21/01/2012;27-022;19;29;W ;(+21);36;12;17;0.706;0;0;;4;4;1;0;9;9;5;4;3;4;28;28.8
15;22/01/2012;27-023;19;20;L ;(-9);37;8;18;0.444;0;1;0;12;13;0.923;4;9;13;5;1;0;3;28;24.4
16;24/01/2012;27-025;19;8;W ;(+7);38;8;21;0.381;1;4;0.25;1;4;0.25;1;4;5;5;2;0;5;18;7.3
17;25/01/2012;27-026;19;11;W ;(+3);42;9;20;0.45;1;3;0.333;13;14;0.929;1;5;6;7;2;0;4;32;25.1
18;27/01/2012;27-028;19;26;W ;(+10);40;11;18;0.611;0;2;0;9;10;0.9;1;7;8;7;0;0;4;31;25.3
19;29/01/2012;27-030;19;6;W ;(+4);41;12;23;0.522;1;1;1;10;15;0.667;1;10;11;5;0;1;6;35;22.8
20;30/01/2012;27-031;19;23;W ;(+14);30;8;12;0.667;1;2;0.5;5;7;0.714;4;7;11;8;1;0;4;22;23.1
21;01/02/2012;27-033;19;20;L ;(-8);40;14;24;0.583;4;7;0.571;8;10;0.8;0;8;8;5;2;0;7;40;28.5
22;03/02/2012;27-035;19;29;W ;(+20);37;8;16;0.5;0;1;0;3;6;0.5;1;11;12;8;0;2;2;19;18
23;05/02/2012;27-037;19;35;W ;(+6);38;10;17;0.588;0;1;0;10;12;0.833;0;9;9;2;1;0;5;30;21
24;07/02/2012;27-039;19;8;W ;(+16);39;9;16;0.563;0;1;0;6;7;0.857;1;4;5;6;2;0;6;24;17.7
25;08/02/2012;27-040;19;28;L ;(-13);39;5;15;0.333;0;2;0;7;10;0.7;0;6;6;10;3;0;3;17;16.1
26;10/02/2012;27-042;19;38;W ;(+17);33;6;14;0.429;0;2;0;6;7;0.857;0;2;2;9;0;2;1;18;17.1
27;12/02/2012;27-044;19;1;W ;(+20);30;6;15;0.4;1;3;0.333;10;12;0.833;3;10;13;6;1;0;2;23;22
28;13/02/2012;27-045;19;20;W ;(+18);33;16;21;0.762;0;0;;3;3;1;3;5;8;3;1;0;2;35;30.2
29;14/02/2012;27-046;19;14;W ;(+15);33;7;15;0.467;2;5;0.4;7;8;0.875;2;7;9;7;4;0;2;23;24.5
30;17/02/2012;27-049;19;8;W ;(+24);30;11;19;0.579;3;5;0.6;3;3;1;2;3;5;5;1;1;2;28;23.8
31;19/02/2012;27-051;19;28;W ;(+12);37;9;14;0.643;1;2;0.5;6;7;0.857;1;10;11;8;2;0;2;25;26.9
32;21/02/2012;27-053;19;32;W ;(+12);33;7;11;0.636;2;2;1;2;2;1;0;4;4;8;0;2;3;18;17.9
33;23/02/2012;27-055;19;26;W ;(+14);41;7;16;0.438;0;0;;6;6;1;1;8;9;8;5;2;4;20;21.5
34;01/03/2012;27-062;19;31;W ;(+14);41;13;22;0.591;2;2;1;10;12;0.833;2;9;11;6;5;1;0;38;40.6
35;02/03/2012;27-063;19;36;L ;(-1);44;16;24;0.667;1;4;0.25;2;3;0.667;1;9;10;6;0;3;0;35;33.1
36;04/03/2012;27-065;19;17;L ;(-10);43;12;26;0.462;0;4;0;1;3;0.333;7;6;13;7;3;2;3;25;23.4
37;06/03/2012;27-067;19;22;W ;(+30);30;9;11;0.818;1;1;1;2;2;1;1;8;9;6;0;0;5;21;19.2
38;07/03/2012;27-068;19;1;W ;(+3);42;12;20;0.6;0;3;0;7;10;0.7;4;7;11;2;1;2;2;31;26.9
39;10/03/2012;27-071;19;14;W ;(+2);47;8;19;0.421;2;3;0.667;9;15;0.6;1;7;8;4;4;1;4;27;20.4
40;13/03/2012;27-074;19;28;L ;(-6);42;7;20;0.35;2;4;0.5;3;3;1;3;8;11;8;1;1;6;19;13.6
41;14/03/2012;27-075;19;6;L ;(-4);40;14;25;0.56;2;3;0.667;5;5;1;1;4;5;4;4;0;2;35;29
42;16/03/2012;27-077;19;29;W ;(+6);38;12;20;0.6;0;2;0;5;8;0.625;2;5;7;8;2;2;1;29;29.5
43;18/03/2012;27-079;19;28;W ;(+10);39;4;14;0.286;0;1;0;6;8;0.75;0;12;12;7;5;0;4;14;12.9
44;20/03/2012;27-081;19;30;W ;(+4);38;8;18;0.444;0;3;0;4;6;0.667;1;7;8;6;2;2;3;20;16.4
45;23/03/2012;27-084;19;11;W ;(+15);37;6;15;0.4;0;3;0;5;5;1;0;6;6;10;4;1;5;17;17.4
46;25/03/2012;27-086;19;27;L ;(-16);40;8;18;0.444;0;3;0;1;1;1;0;3;3;7;2;0;4;17;10.6
47;26/03/2012;27-087;19;14;L ;(-15);41;9;21;0.429;2;4;0.5;4;6;0.667;2;7;9;2;1;0;6;24;11.6
48;29/03/2012;27-090;19;9;W ;(+21);36;8;16;0.5;0;2;0;3;3;1;3;6;9;5;2;0;3;19;16.2
49;30/03/2012;27-091;19;35;W ;(+12);39;11;18;0.611;0;2;0;4;6;0.667;1;3;4;9;1;0;3;26;22.9
50;01/04/2012;27-093;19;2;L ;(-19);35;11;20;0.55;0;0;;1;2;0.5;2;2;4;0;0;1;2;23;13.3
51;03/04/2012;27-095;19;29;W ;(+6);38;15;25;0.6;1;2;0.5;10;13;0.769;3;3;6;4;3;1;4;41;33.8
52;04/04/2012;27-096;19;27;W ;(+5);42;10;20;0.5;3;7;0.429;11;13;0.846;1;6;7;10;4;1;2;34;34.6
53;06/04/2012;27-098;19;18;L ;(-15);38;8;19;0.421;2;6;0.333;3;4;0.75;2;4;6;6;2;0;3;21;16.3
54;08/04/2012;27-100;19;11;W ;(+23);32;12;22;0.545;1;3;0.333;1;5;0.2;3;1;4;2;0;1;1;26;16.9
55;10/04/2012;27-102;19;2;L ;(-8);41;11;23;0.478;1;3;0.333;13;14;0.929;5;2;7;7;1;1;2;36;31.4
56;12/04/2012;27-104;19;6;L ;(-10);47;11;24;0.458;3;6;0.5;5;7;0.714;1;5;6;5;1;1;4;30;19.8
57;13/04/2012;27-105;19;4;W ;(+23);29;7;16;0.438;0;1;0;5;7;0.714;1;8;9;5;2;1;2;19;16.7
58;15/04/2012;27-107;19;26;W ;(+8);40;11;24;0.458;1;6;0.167;6;9;0.667;2;8;10;3;2;0;6;29;15.7
59;16/04/2012;27-108;19;22;W ;(+3);35;11;19;0.579;1;2;0.5;14;15;0.933;1;5;6;7;2;1;4;37;32.7
60;18/04/2012;27-110;19;35;W ;(+24);30;12;15;0.8;1;1;1;3;4;0.75;0;5;5;4;2;0;5;28;23.2
61;19/04/2012;27-111;19;6;W ;(+11);35;8;18;0.444;1;2;0.5;10;12;0.833;0;11;11;6;0;1;1;27;22.8
62;22/04/2012;27-114;19;13;W ;(+9);36;11;21;0.524;1;3;0.333;9;10;0.9;1;7;8;5;1;2;5;32;24.6
1;30/10/2012;27-305;19;2;W ;(+13);29;10;16;0.625;2;4;0.5;4;5;0.8;1;9;10;3;2;0;0;26;25.1
2;02/11/2012;27-308;19;26;L ;(-20);37;8;16;0.5;2;3;0.667;5;6;0.833;0;7;7;5;0;3;5;23;16.5
3;03/11/2012;27-309;19;10;W ;(+3);39;8;17;0.471;0;1;0;4;4;1;1;8;9;11;0;2;0;20;22.7
4;05/11/2012;27-311;19;30;W ;(+25);30;10;17;0.588;2;3;0.667;1;3;0.333;3;8;11;1;0;0;3;23;15.7
5;07/11/2012;27-313;19;3;W ;(+30);30;7;12;0.583;2;3;0.667;4;4;1;4;8;12;8;1;0;2;20;23.8
6;09/11/2012;27-315;19;1;W ;(+6);36;10;17;0.588;0;2;0;1;3;0.333;2;9;11;9;1;0;2;21;20.9
7;11/11/2012;27-317;19;18;L ;(-18);36;10;19;0.526;0;1;0;0;4;0;3;7;10;6;2;1;2;20;17.4
8;12/11/2012;27-318;19;13;W ;(+3);40;14;26;0.538;5;8;0.625;5;8;0.625;1;9;10;6;0;0;0;38;31.4
9;14/11/2012;27-320;19;16;L ;(-7);41;12;23;0.522;0;3;0;6;9;0.667;0;5;5;7;1;2;4;30;21.1
10;15/11/2012;27-321;19;10;W ;(+5);42;11;23;0.478;0;1;0;5;6;0.833;1;6;7;12;1;3;4;27;24.9
11;17/11/2012;27-323;19;30;W ;(+9);41;8;20;0.4;1;3;0.333;4;7;0.571;0;7;7;3;2;0;1;21;13.8
12;21/11/2012;27-327;19;20;W ;(+7);43;11;21;0.524;2;4;0.5;4;8;0.5;2;8;10;8;1;1;1;28;25
13;24/11/2012;27-330;19;8;W ;(+2);40;10;16;0.625;2;5;0.4;8;9;0.889;1;5;6;5;0;1;7;30;20.6
14;29/11/2012;27-335;19;33;W ;(+5);39;9;16;0.563;2;5;0.4;3;6;0.5;3;6;9;7;4;0;4;23;22.2
15;01/12/2012;27-337;19;3;W ;(+13);37;8;15;0.533;1;2;0.5;4;6;0.667;1;8;9;6;1;0;2;21;18
16;04/12/2012;27-340;19;38;L ;(-4);43;12;24;0.5;1;4;0.25;1;3;0.333;2;11;13;11;3;2;3;26;26.6
17;06/12/2012;27-342;19;26;L ;(-20);39;11;20;0.55;3;5;0.6;6;9;0.667;2;8;10;9;3;0;2;31;31.3
18;08/12/2012;27-344;19;23;W ;(+16);36;11;16;0.688;0;0;;2;3;0.667;1;4;5;7;2;0;4;24;20.8
19;10/12/2012;27-346;19;1;W ;(+9);40;10;16;0.625;1;2;0.5;6;7;0.857;1;6;7;6;2;0;3;27;25.1
20;12/12/2012;27-348;19;12;L ;(-2);42;12;23;0.522;2;4;0.5;5;5;1;1;2;3;5;1;0;4;31;21.5
21;15/12/2012;27-351;19;38;W ;(+30);31;8;15;0.533;0;3;0;7;11;0.636;0;10;10;5;1;0;2;23;19.6
22;18/12/2012;27-354;19;21;W ;(+11);42;8;18;0.444;2;5;0.4;4;5;0.8;0;6;6;11;1;4;0;22;25.5
23;20/12/2012;27-356;19;9;W ;(+15);31;9;13;0.692;3;5;0.6;3;4;0.75;0;9;9;5;1;1;5;24;21
24;22/12/2012;27-358;19;36;W ;(+16);38;11;20;0.55;1;1;1;7;10;0.7;1;8;9;7;0;0;4;30;23.2
25;25/12/2012;27-361;19;27;W ;(+6);42;12;20;0.6;0;3;0;5;5;1;3;5;8;9;2;1;3;29;28.2
26;26/12/2012;27-362;19;4;W ;(+13);39;9;19;0.474;2;4;0.5;7;8;0.875;2;10;12;8;4;2;3;27;28.9
27;28/12/2012;27-364;19;11;L ;(-10);44;15;22;0.682;2;4;0.5;3;4;0.75;1;5;6;5;6;1;3;35;34.2
28;29/12/2012;27-365;19;20;L ;(-19);36;11;20;0.55;1;2;0.5;3;5;0.6;1;5;6;7;2;1;6;26;18.6
29;31/12/2012;28-001;19;28;W ;(+2);48;10;22;0.455;1;6;0.167;15;16;0.938;1;7;8;11;1;0;3;36;31.9
30;02/01/2013;28-003;19;9;W ;(+10);42;11;20;0.55;1;3;0.333;9;11;0.818;1;11;12;9;3;1;4;32;31.6
31;04/01/2013;28-005;19;6;L ;(-7);41;8;14;0.571;1;5;0.2;13;16;0.813;0;6;6;2;1;0;2;30;23.6
32;06/01/2013;28-007;19;38;W ;(+28);35;9;17;0.529;2;3;0.667;4;4;1;1;1;2;7;0;1;1;24;21.3
33;08/01/2013;28-009;19;14;L ;(-10);43;10;20;0.5;1;1;1;1;4;0.25;3;7;10;4;1;2;7;22;12.4
34;10/01/2013;28-011;19;31;L ;(-2);43;6;16;0.375;1;5;0.2;2;5;0.4;0;10;10;9;2;1;4;15;11.8
35;12/01/2013;28-013;19;32;W ;(+29);29;7;10;0.7;0;1;0;6;7;0.857;1;4;5;7;5;2;1;20;27.6
36;14/01/2013;28-015;19;36;L ;(-7);44;13;19;0.684;2;4;0.5;4;4;1;1;3;4;6;3;2;3;32;29.1
37;16/01/2013;28-017;19;12;W ;(+17);31;11;20;0.55;1;5;0.2;2;3;0.667;1;6;7;10;1;0;1;25;23.7
38;17/01/2013;28-018;19;17;W ;(+9);42;17;25;0.68;1;2;0.5;4;4;1;0;7;7;8;3;1;2;39;36.9
39;23/01/2013;28-024;19;35;W ;(+7);45;12;23;0.522;1;5;0.2;6;7;0.857;1;9;10;11;0;0;3;31;27
40;25/01/2013;28-026;19;11;W ;(+22);33;9;14;0.643;0;1;0;5;6;0.833;1;6;7;7;1;0;2;23;22.8
41;27/01/2013;28-028;19;2;L ;(-2);52;14;31;0.452;3;6;0.5;3;5;0.6;4;12;16;7;3;1;3;34;27.9
42;30/01/2013;28-031;19;3;W ;(+20);34;10;18;0.556;3;4;0.75;1;4;0.25;2;7;9;7;2;0;4;24;19.8
43;01/02/2013;28-033;19;14;L ;(-13);42;9;17;0.529;1;3;0.333;9;11;0.818;1;5;6;3;1;1;3;28;20.3
44;03/02/2013;28-035;19;35;W ;(+15);40;10;16;0.625;1;2;0.5;9;11;0.818;0;8;8;7;2;0;3;30;27.9
45;04/02/2013;28-036;19;4;W ;(+5);38;13;14;0.929;0;0;;5;6;0.833;0;8;8;8;2;0;5;31;30.6
46;06/02/2013;28-038;19;13;W ;(+6);37;11;18;0.611;3;6;0.5;7;10;0.7;1;5;6;5;0;2;4;32;24.9
47;08/02/2013;28-040;19;16;W ;(+22);31;9;11;0.818;4;5;0.8;8;11;0.727;1;4;5;6;0;2;5;30;26
48;10/02/2013;28-042;19;17;W ;(+10);36;12;18;0.667;1;2;0.5;7;8;0.875;1;6;7;4;3;0;4;32;26.5
49;12/02/2013;28-044;19;31;W ;(+13);39;11;15;0.733;1;3;0.333;7;8;0.875;0;6;6;9;3;2;1;30;35
50;14/02/2013;28-046;19;27;W ;(+10);40;14;24;0.583;4;8;0.5;7;9;0.778;3;9;12;7;2;0;4;39;33.5
51;20/02/2013;28-052;19;1;W ;(+13);40;8;15;0.533;1;4;0.25;7;8;0.875;0;6;6;11;4;0;2;24;27.4
52;21/02/2013;28-053;19;6;W ;(+19);34;11;15;0.733;1;4;0.25;3;3;1;1;11;12;7;2;0;4;26;26
53;23/02/2013;28-055;19;29;W ;(+24);32;7;12;0.583;1;4;0.25;1;2;0.5;1;9;10;11;2;0;2;16;20.7
54;24/02/2013;28-056;19;8;W ;(+4);39;10;19;0.526;0;1;0;8;11;0.727;2;1;3;8;1;0;2;28;23.8
55;26/02/2013;28-058;19;32;W ;(+12);48;14;23;0.609;1;2;0.5;11;12;0.917;3;5;8;16;2;1;2;40;44.2
56;01/03/2013;28-061;19;18;W ;(+7);42;4;14;0.286;2;4;0.5;8;12;0.667;1;7;8;10;2;1;1;18;19.3
57;03/03/2013;28-063;19;26;W ;(+6);43;12;23;0.522;2;6;0.333;3;6;0.5;3;8;11;7;3;1;2;29;27.2
58;04/03/2013;28-064;19;21;W ;(+16);35;9;16;0.563;1;4;0.25;1;1;1;1;9;10;4;3;2;7;20;14.8
59;06/03/2013;28-066;19;28;W ;(+1);38;7;14;0.5;1;6;0.167;11;12;0.917;0;3;3;2;0;1;2;26;19.6
60;08/03/2013;28-068;19;29;W ;(+9);34;10;17;0.588;2;3;0.667;3;5;0.6;3;7;10;5;1;2;3;25;22.6
61;10/03/2013;28-070;19;14;W ;(+14);36;5;10;0.5;0;0;;3;5;0.6;1;5;6;7;1;1;4;13;11.6
62;12/03/2013;28-072;19;1;W ;(+17);30;3;11;0.273;0;2;0;9;12;0.75;3;4;7;7;2;0;4;15;13.1
63;13/03/2013;28-073;19;29;W ;(+4);37;8;19;0.421;1;4;0.25;10;12;0.833;2;5;7;8;2;1;4;27;22.9
64;15/03/2013;28-075;19;20;W ;(+13);38;12;24;0.5;0;2;0;4;5;0.8;1;9;10;7;0;1;2;28;22.2
65;17/03/2013;28-077;19;35;W ;(+17);34;6;12;0.5;2;6;0.333;8;11;0.727;1;11;12;8;2;0;3;22;23
66;18/03/2013;28-078;19;2;W ;(+2);42;16;29;0.552;1;4;0.25;4;6;0.667;1;6;7;12;2;2;5;37;30.4
67;20/03/2013;28-080;19;8;W ;(+3);42;8;22;0.364;3;7;0.429;6;8;0.75;7;5;12;10;3;2;4;25;25.4
68;22/03/2013;28-082;19;11;W ;(+14);40;12;15;0.8;1;1;1;4;6;0.667;1;7;8;8;2;1;3;29;30.2
69;24/03/2013;28-084;19;4;W ;(+32);34;11;14;0.786;0;1;0;10;11;0.909;0;8;8;10;3;3;4;32;36.7
70;25/03/2013;28-085;19;28;W ;(+14);39;9;16;0.563;0;0;;6;10;0.6;1;8;9;11;1;0;3;24;22.8
71;27/03/2013;28-087;19;6;L ;(-4);40;11;17;0.647;2;5;0.4;8;11;0.727;0;7;7;3;2;4;4;32;27.9
72;29/03/2013;28-089;19;23;W ;(+19);32;13;20;0.65;7;10;0.7;3;5;0.6;0;4;4;6;2;0;3;36;30.8
73;06/04/2013;28-097;19;29;W ;(+19);30;12;17;0.706;1;2;0.5;2;2;1;0;4;4;5;1;0;1;27;24.2
74;09/04/2013;28-100;19;20;W ;(+11);30;11;16;0.688;0;1;0;6;6;1;1;6;7;7;2;1;3;28;28.3
75;12/04/2013;28-103;19;2;W ;(+8);29;8;10;0.8;0;0;;4;4;1;1;5;6;9;0;0;1;20;23.3
76;14/04/2013;28-105;19;6;W ;(+12);35;7;12;0.583;1;1;1;9;12;0.75;0;7;7;6;1;0;3;24;20.7
1;29/10/2013;28-303;19;6;W ;(+12);38;5;11;0.455;0;1;0;7;9;0.778;0;6;6;8;1;0;2;17;16.9
2;30/10/2013;28-304;19;29;L ;(-4);37;9;17;0.529;4;7;0.571;3;4;0.75;0;4;4;13;0;0;4;25;21.4
3;01/11/2013;28-306;19;3;L ;(-1);42;11;19;0.579;1;2;0.5;3;5;0.6;1;6;7;6;2;1;5;26;19.9
4;03/11/2013;28-308;19;38;W ;(+10);35;9;14;0.643;3;5;0.6;4;5;0.8;0;3;3;5;1;0;6;25;17
5;05/11/2013;28-310;19;35;W ;(+9);36;13;20;0.65;1;3;0.333;8;8;1;2;6;8;8;0;1;1;35;33.9
6;07/11/2013;28-312;19;16;W ;(+5);37;6;13;0.462;1;3;0.333;5;9;0.556;0;5;5;6;1;0;4;18;10.8
7;09/11/2013;28-314;19;2;L ;(-1);37;9;13;0.692;0;0;;7;9;0.778;1;7;8;10;0;0;5;25;23.1
8;12/11/2013;28-317;19;20;W ;(+23);30;13;21;0.619;4;7;0.571;3;6;0.5;0;3;3;2;0;0;3;33;21.6
9;15/11/2013;28-320;19;9;W ;(+6);37;14;18;0.778;1;1;1;10;11;0.909;0;6;6;4;1;0;6;39;31.2
10;16/11/2013;28-321;19;4;W ;(+16);32;13;18;0.722;0;0;;4;4;1;1;3;4;7;1;1;3;30;27.4
11;19/11/2013;28-324;19;1;W ;(+16);31;6;13;0.462;0;0;;1;3;0.333;2;4;6;5;1;0;3;13;9.6
12;20/11/2013;28-325;19;28;W ;(+28);29;5;11;0.455;0;2;0;11;11;1;1;5;6;7;1;1;4;21;20.1
13;23/11/2013;28-328;19;28;W ;(+2);38;7;13;0.538;3;6;0.5;5;7;0.714;0;9;9;7;3;0;3;22;22.5
14;25/11/2013;28-330;19;30;W ;(+15);33;11;14;0.786;2;4;0.5;11;11;1;0;5;5;4;1;1;4;35;31.6
15;27/11/2013;28-332;19;8;W ;(+11);37;9;19;0.474;1;3;0.333;9;11;0.818;0;8;8;8;3;0;1;28;26.3
16;29/11/2013;28-334;19;35;W ;(+7);36;10;17;0.588;3;5;0.6;4;6;0.667;1;5;6;3;1;1;3;27;20.5
17;01/12/2013;28-336;19;4;W ;(+1);38;8;13;0.615;1;3;0.333;9;10;0.9;0;5;5;4;1;1;3;26;22.7
18;03/12/2013;28-338;19;11;L ;(-10);37;8;15;0.533;2;5;0.4;5;8;0.625;3;2;5;6;2;1;6;23;17.3
19;05/12/2013;28-340;19;6;L ;(-20);33;7;17;0.412;1;4;0.25;6;8;0.75;0;5;5;2;3;0;1;21;15.2
20;07/12/2013;28-342;19;21;W ;(+21);31;9;12;0.75;0;0;;3;5;0.6;4;10;14;8;2;0;7;21;20.6
21;08/12/2013;28-343;19;11;W ;(+15);35;10;15;0.667;0;2;0;4;5;0.8;1;6;7;9;2;0;6;24;21.1
22;10/12/2013;28-345;19;14;L ;(-6);39;6;16;0.375;1;4;0.25;4;6;0.667;1;13;14;6;2;0;5;17;12
23;14/12/2013;28-349;19;8;W ;(+7);41;9;12;0.75;0;2;0;7;10;0.7;2;7;9;9;4;0;2;25;30
24;16/12/2013;28-351;19;36;W ;(+23);34;13;17;0.765;0;1;0;4;5;0.8;1;8;9;9;1;0;3;30;29.9
25;18/12/2013;28-353;19;14;W ;(+3);36;8;14;0.571;1;3;0.333;7;7;1;0;9;9;7;3;0;3;24;23.8
26;20/12/2013;28-355;19;32;W ;(+19);31;8;11;0.727;1;2;0.5;1;2;0.5;2;4;6;8;1;1;1;18;21.6
27;23/12/2013;28-358;19;1;W ;(+2);46;16;28;0.571;4;9;0.444;2;6;0.333;4;4;8;6;2;0;0;38;32.6
28;25/12/2013;28-360;19;17;W ;(+6);36;7;14;0.5;0;4;0;5;9;0.556;0;8;8;4;0;0;2;19;12.8
29;27/12/2013;28-362;19;32;L ;(-5);44;12;23;0.522;4;9;0.444;5;6;0.833;0;8;8;8;0;0;2;33;26.1
30;30/12/2013;29-000;19;10;W ;(+3);40;8;15;0.533;5;9;0.556;5;8;0.625;1;5;6;10;0;1;4;26;23.4
31;02/01/2014;29-003;19;12;L ;(-9);40;10;16;0.625;1;4;0.25;5;8;0.625;0;5;5;5;0;1;8;26;15.3
32;04/01/2014;29-005;19;28;W ;(+16);36;5;13;0.385;0;1;0;5;8;0.625;1;7;8;8;1;0;3;15;12.7
33;05/01/2014;29-006;19;35;W ;(+5);38;12;18;0.667;0;0;;6;7;0.857;1;3;4;5;1;0;1;30;26.5
34;07/01/2014;29-008;19;25;W ;(+19);35;13;22;0.591;3;6;0.5;3;3;1;1;2;3;5;2;0;3;32;25.2
35;09/01/2014;29-010;19;26;L ;(-10);41;12;17;0.706;1;4;0.25;7;11;0.636;0;5;5;6;1;1;6;32;23.9
36;10/01/2014;29-011;19;3;L ;(-9);49;12;21;0.571;2;5;0.4;10;12;0.833;3;4;7;5;0;0;4;36;25.7
37;15/01/2014;29-016;19;38;L ;(-17);41;8;18;0.444;0;4;0;9;10;0.9;2;6;8;7;2;0;4;25;20.9
38;17/01/2014;29-018;19;29;W ;(+15);37;7;13;0.538;0;1;0;7;8;0.875;1;7;8;10;2;1;3;21;22.6
39;18/01/2014;29-019;19;4;W ;(+8);45;13;25;0.52;0;3;0;8;10;0.8;2;6;8;6;1;0;2;34;25.7
